VehicleSpawn(11, 13045.662109, 237.583649, -639.467407, 0.004897, 0.999370, 0.004622,NULL,NULL)
VehicleSpawn(11, 13045.994141, 237.576797, -644.146362, 0.005420, 0.999925, 0.004898,NULL,NULL)
VehicleSpawn(11, 13046.472656, 237.560760, -648.686951, -0.000643, 0.998159, 0.005719,NULL,NULL)
VehicleSpawn(11, 2962.928955, 550.018066, -2086.850830, -0.004081, -0.124555, -0.000607,Buggy, NULL)
VehicleSpawn(11, 2977.661377, 560.417358, -528.635010, -0.049057, 0.989700, 0.046954,NULL, NULL)
VehicleSpawn(11, 3725.763184, 692.255127, -166.924118, -0.000302, 0.967276, 0.007029,NULL, NULL)
VehicleSpawn(11, 4172.753906, 918.614990, 172.263916, 0.018739, -0.660934, 0.020926, Buggy, NULL)
VehicleSpawn(11, 525.633423, 201.216629, -2688.155762, 0.006484, 0.530947, 0.061994, Police, NULL)
VehicleSpawn(11, 5684.892090, 1215.859985, -146.589386, -0.000708, 0.880238, 0.017620,Buggy, NULL)
VehicleSpawn(11, 6761.443359, 876.408569, -88.294647, -0.018430, 0.996296, 0.021489, NULL, NULL)
VehicleSpawn(11, 7087.072754, 202.959595, 9859.024414, -0.042206, -0.120454, 0.010053,Buggy, NULL)
VehicleSpawn(11, 7110.694824, 203.671463, 9894.711914, 0.092519, 0.981671, -0.148318, NULL, NULL)
VehicleSpawn(11, 7145.374023, 204.769852, 9953.863281, 0.104662, -0.345980, 0.043162, Buggy, NULL)
VehicleSpawn(11, 793.235107, 201.435928, 819.856384, 0.077750, -0.537417, 0.038599, 0.NULL, NULL)
VehicleSpawn(11, 893.609741, 203.188202, 427.626160, -0.019568, -0.785568, -0.016717, NULL, NULL)
VehicleSpawn(15, -1767.692871, 205.421982, 12228.607422, 0.022379, -0.715330, -0.054771,NULL, NULL)
VehicleSpawn(15, -1878.765991, 204.172241, 11620.654297, 0.009044, 0.444667, -0.010806,NULL, NULL)
VehicleSpawn(15, -2319.618408, 202.202835, 13361.731445, 0.103198, -0.015935, -0.034739,NULL, NULL)
VehicleSpawn(15, -2367.846191, 206.787598, 13331.463867, -0.001847, -0.818594, 0.019020,NULL, NULL)
VehicleSpawn(15, -2378.663818, 211.654678, 13302.893555, 0.033450, -0.534187, -0.060630,NULL, NULL)
VehicleSpawn(15, -2399.915527, 205.711014, 13332.964844, -0.040548, 0.623487, -0.019293,NULL, NULL)
VehicleSpawn(15, -2442.194092, 203.739792, 13340.368164, 0.018421, 0.987756, 0.071915,NULL, NULL)
VehicleSpawn(15, -2581.704102, 248.388840, -5312.163574, 0.006989, 0.548443, 0.013527,NULL, NULL)
VehicleSpawn(15, -2766.567871, 203.094269, 4627.458984, -0.006143, 0.686290, -0.021003,NULL, NULL)
VehicleSpawn(15, -3144.336182, 201.142410, 8587.228516, -0.022152, -0.023330, -0.055967,NULL, NULL)
VehicleSpawn(15, -3180.778809, 304.907227, -12991.066406, -0.000298, 0.994962, 0.002959,NULL, NULL)
VehicleSpawn(15, -3240.853760, 301.587067, -13187.961914, -0.007843, 0.890221, -0.034564,NULL, NULL)
VehicleSpawn(15, -3253.745117, 301.061249, -13145.485352, 0.044954, -0.377320, 0.060880,NULL, NULL)
VehicleSpawn(15, -3681.878662, 332.811554, -5975.625488, -0.003797, -0.824090, -0.006680,NULL, NULL)
VehicleSpawn(15, -3860.686035, 358.798309, -12254.848633, 0.008617, -0.640344, 0.011035,NULL, NULL)
VehicleSpawn(15, -4286.142578, 209.729004, -5054.492676, -0.001824, 0.018676, 0.000033,NULL, NULL)
VehicleSpawn(15, -4290.810547, 259.650665, -5480.437012, -0.000680, -0.015740, 0.000714,NULL, NULL)
VehicleSpawn(15, -513.930420, 242.366486, -11728.795898, -0.000130, 0.998960, 0.002941,NULL, NULL)
VehicleSpawn(15, -5174.624512, 205.630447, -13955.335938, 0.061824, 0.978544, 0.036814,NULL, NULL)
VehicleSpawn(15, -5348.410645, 259.144073, -6498.833496, 0.000052, 0.584176, 0.000012, NULL, NULL)
VehicleSpawn(15, -5475.895508, 204.460175, 12117.967773, 0.018783, -0.739175, -0.015264,NULL, NULL)
VehicleSpawn(15, -5639.661133, 367.035217, 3436.635254, -0.025662, -0.437938, -0.020274,NULL, NULL)
VehicleSpawn(15, -5899.953125, 318.143524, -10382.443359, -0.000876, -0.355007, -0.004406, NULL, NULL)
VehicleSpawn(15, -6007.947754, 340.248688, 7091.640625, 0.010650, -0.628189, 0.031367, NULL, NULL)
VehicleSpawn(15, -610.559570, 202.892899, 11293.148438, -0.004157, 0.776619, 0.015106, NULL, NULL)
VehicleSpawn(15, -6254.104004, 263.382050, -10505.850586, -0.007140, 0.364579, -0.009352, NULL, NULL)
VehicleSpawn(15, -6257.808594, 291.988434, -9683.979492, -0.013158, 0.898673, 0.008854, NULL, NULL)
VehicleSpawn(15, -636.999939, 201.029297, 11497.477539, -0.001745, 0.709187, -0.004317, NULL, NULL)
VehicleSpawn(15, -6833.023438, 268.641815, 9572.865234, 0.028744, 0.995250, -0.003807, NULL, NULL)
VehicleSpawn(15, -6899.559082, 206.777283, -10535.395508, -0.004002, 0.045386, 0.000210, NULL, NULL)
VehicleSpawn(15, -6952.964355, 204.012192, -11168.306641, 0.009967, -0.320787, 0.007296, NULL, NULL)
VehicleSpawn(15, -6956.895996, 229.968857, -9762.227539, 0.007867, 0.597907, 0.002186, NULL, NULL)
VehicleSpawn(15, -699.328430, 202.629288, 11744.335938, 0.046574, -0.231541, 0.022579, NULL, NULL)
VehicleSpawn(15, -7007.605957, 315.513519, 5379.864746, 0.020575, 0.912187, 0.026343, NULL, NULL)
VehicleSpawn(15, -7084.343262, 315.535156, 5594.607910, 0.023324, -0.414256, 0.017176, NULL, NULL)
VehicleSpawn(15, -7226.240723, 229.131897, 2091.528564, -0.006055, 0.579349, -0.001341, NULL, NULL)
VehicleSpawn(15, -7228.617188, 229.063248, 2109.416016, 0.026476, 0.489055, -0.010271,NULL, NULL)
VehicleSpawn(15, -728.259399, 224.137024, -13249.878906, -0.034222, -0.236686, -0.043069,NULL, NULL)
VehicleSpawn(15, -7788.149414, 205.997955, 4103.724121, -0.009928, 0.574195, 0.007564,NULL, NULL)
VehicleSpawn(15, -8165.042480, 203.794571, 6671.165039, 0.001939, 0.989047, -0.035906,NULL, NULL)
VehicleSpawn(15, -8172.414063, 216.791046, 6390.774414, -0.011209, -0.653336, -0.023782,NULL, NULL)
VehicleSpawn(15, -8438.067383, 313.859894, 9342.702148, 0.000289, 0.599311, 0.004691,NULL, NULL)
VehicleSpawn(15, -8967.201172, 254.212341, 9462.909180, -0.001020, 0.680492, 0.000947,NULL, NULL)
VehicleSpawn(15, -9215.985352, 264.891174, 9117.327148, 0.000604, 0.990734, -0.003222,NULL, NULL)
VehicleSpawn(15, -9704.774414, 313.937531, 9328.585938, -0.002135, 0.701037, 0.002100,NULL, NULL)
VehicleSpawn(15, -9820.786133, 208.556290, 4989.414063, 0.014901, 0.397258, 0.001985,NULL, NULL)
VehicleSpawn(15, -9904.333984, 208.593430, 5003.760742, -0.000680, 0.984590, 0.003730, NULL, NULL)
VehicleSpawn(15, -9990.284180, 270.655334, 7922.186523, -0.001887, -0.427799, -0.000612,NULL, NULL)
VehicleSpawn(15, 1130.365601, 200.974945, -990.535339, -0.003210, 0.020245, 0.000124,NULL, NULL)
VehicleSpawn(15, 11406.073242, 366.115051, 2400.247314, -0.006788, 0.982571, 0.001041, NULL, NULL)
VehicleSpawn(15, 12282.069336, 353.009125, -768.978638, -0.022276, 0.979706, 0.024164,NULL, NULL)
VehicleSpawn(15, 12445.053711, 271.444916, -1633.492676, -0.008766, 0.999801, -0.012308,NULL, NULL)
VehicleSpawn(15, 13364.259766, 295.396942, 689.044250, -0.004411, 0.483347, 0.000688,NULL, NULL)
VehicleSpawn(15, 13921.455078, 205.432510, 2415.670166, 0.004730, 0.005989, -0.098959,NULL, NULL)
VehicleSpawn(15, 1494.584229, 234.070770, -156.035736, -0.003025, -0.416227, 0.000207,NULL, NULL)
VehicleSpawn(15, 3445.745117, 493.729034, 2063.520996, -0.261830, 0.003626, 0.009672,NULL, NULL)
